bandwidth,latency,packet_loss,traffic_load,failure
854.84,159.69,8.49,14.23,0
622.93,292.98,0.2,11.14,0
171.12,56.76,18.31,13.24,0
775.21,91.12,9.1,7.76,0
856.94,10.29,19.09,87.46,0
261.72,118.16,5.73,94.41,0
919.61,60.85,17.33,4.66,0
459.91,204.33,18.45,76.01,1
607.39,55.22,11.14,73.72,0
984.8,202.77,4.05,99.69,0
367.92,79.78,13.7,34.79,0
815.03,107.21,10.98,28.55,0
325.22,105.31,18.89,45.31,1
801.22,215.31,8.79,85.66,0
604.73,140.49,5.37,72.86,0
224.19,109.03,2.77,47.16,0
419.89,255.93,13.97,24.46,1
324.46,172.01,19.48,72.7,1
87.33,64.94,0.57,85.45,0
39.54,270.13,14.81,40.0,1
353.01,103.45,18.54,66.86,1
28.84,12.65,1.5,40.02,0
173.83,148.89,2.2,47.85,0
727.93,38.06,13.84,52.49,0
711.01,72.3,12.96,77.57,0
741.19,224.39,1.38,97.75,0
323.98,40.09,16.69,44.44,1
891.12,242.28,10.47,34.23,0
597.89,281.14,18.14,37.36,1
134.77,182.35,17.56,13.39,1
152.28,213.4,16.25,29.69,1
696.16,214.36,10.32,8.64,0
181.21,297.85,5.03,42.79,1
512.22,103.12,10.12,16.74,0
991.86,49.69,2.02,34.64,0
13.97,156.23,13.18,79.36,1
26.41,160.44,2.68,24.59,1
993.15,54.2,10.22,61.19,0
588.79,184.32,1.09,90.12,0
135.64,5.22,5.99,56.69,1
898.33,278.37,4.64,19.38,0
881.58,80.11,12.4,34.48,0
540.84,12.83,15.74,59.04,0
625.57,33.37,1.15,50.66,0
280.46,72.83,17.01,14.86,1
60.01,82.9,17.22,44.68,1
598.62,10.81,6.85,54.31,0
301.81,84.53,13.18,26.73,1
666.98,58.69,8.05,61.24,0
837.88,114.21,3.08,7.02,0
27.98,116.17,10.57,33.66,1
599.76,102.36,1.73,80.43,0
238.97,99.05,17.57,25.93,1
875.15,27.83,18.49,60.52,0
261.13,8.54,16.43,41.0,0
614.66,61.43,11.25,31.65,0
558.01,227.24,11.15,91.61,1
402.2,297.25,19.69,34.33,1
680.84,278.63,4.96,23.67,1
728.51,151.76,1.52,90.93,0
571.27,160.02,11.24,74.59,1
760.84,95.06,6.58,68.18,0
983.58,232.41,6.45,4.95,0
425.08,229.66,0.14,13.12,0
519.44,253.44,11.92,63.83,1
22.35,268.76,5.28,20.94,1
798.07,130.87,3.76,22.56,0
525.03,230.3,0.81,77.91,0
413.88,242.11,7.29,28.59,0
103.13,93.23,17.58,7.16,1
890.76,278.84,6.73,3.64,1
401.06,29.21,13.58,44.32,0
685.76,298.29,15.13,61.71,1
157.88,231.26,6.56,86.89,1
961.93,28.89,16.43,11.08,0
186.66,197.21,13.84,19.67,1
207.55,11.22,11.18,52.98,0
860.39,231.29,0.02,36.41,0
913.46,239.97,0.7,48.25,0
220.03,181.12,19.82,92.41,1
475.1,257.2,15.65,54.49,1
736.16,30.27,18.75,41.51,0
879.58,83.5,18.05,98.94,0
385.26,124.84,0.41,6.52,0
521.85,13.69,15.84,93.21,0
744.3,135.02,9.02,50.17,0
733.82,80.3,15.79,50.38,0
785.13,118.43,0.13,92.2,0
574.23,128.11,5.76,50.73,0
113.57,263.94,15.03,43.84,1
904.93,81.83,15.86,27.25,0
866.92,268.23,12.39,65.88,0
800.12,128.37,6.03,56.96,0
108.86,99.01,6.21,21.43,0
212.35,151.25,19.34,70.94,1
746.16,125.91,8.78,64.41,0
32.91,77.95,8.94,39.73,1
979.43,151.3,11.05,0.44,1
383.37,46.39,8.19,44.66,0
722.12,106.23,11.05,0.61,0
888.7,170.17,8.65,7.5,0
400.68,124.61,16.53,43.06,1
325.94,247.35,18.18,8.19,1
612.65,77.76,18.64,27.57,0
585.18,290.96,11.29,65.55,1
415.05,235.63,8.84,30.86,1
605.76,290.31,14.1,99.76,1
936.03,251.6,16.77,91.63,1
472.96,43.49,11.26,58.53,0
204.77,158.41,14.0,96.69,1
383.43,51.82,14.99,86.8,1
400.17,245.65,13.53,31.89,1
139.8,175.66,14.92,74.96,1
171.24,79.77,4.17,13.68,0
687.72,278.95,9.97,68.46,0
346.08,35.44,11.77,49.11,0
955.35,169.59,0.05,1.68,0
251.16,216.59,17.12,27.42,1
107.94,18.6,12.2,95.54,1
755.97,179.76,2.58,31.58,0
882.23,244.95,16.33,18.15,0
285.33,21.19,14.34,18.75,0
210.07,154.16,15.17,47.92,1
193.91,78.31,7.84,84.26,1
526.79,199.21,17.08,75.8,1
473.73,36.48,8.28,43.69,0
266.85,281.18,11.41,20.87,1
54.72,268.52,0.01,4.61,0
486.68,56.61,12.9,46.26,0
959.74,97.66,14.36,81.48,1
655.99,176.7,11.34,72.97,0
500.55,215.7,9.93,40.86,1
119.59,133.35,16.2,59.47,0
259.91,47.73,13.63,43.62,1
301.83,32.14,5.56,57.9,0
767.16,299.93,19.18,51.75,1
877.94,137.15,14.15,68.1,0
902.63,261.89,19.76,50.77,1
984.72,145.23,19.43,94.06,0
982.54,276.78,18.38,42.8,1
953.47,27.24,15.11,1.59,0
81.1,35.09,12.19,23.64,0
146.42,278.96,3.44,50.06,0
311.42,284.3,10.87,54.06,1
557.37,95.1,15.31,55.24,0
106.01,107.19,10.42,71.46,1
847.34,136.28,17.36,27.46,0
620.59,125.43,2.19,66.49,0
546.94,57.82,7.62,70.4,0
173.66,269.61,10.12,41.13,1
260.72,76.74,8.65,40.22,0
168.71,211.88,2.17,17.89,0
853.41,21.08,3.07,41.4,0
588.39,12.59,16.75,78.68,0
737.78,196.47,9.69,90.9,0
303.07,102.37,0.97,59.36,0
377.54,196.98,0.33,29.94,0
410.81,29.11,9.47,68.23,0
762.41,285.01,3.29,74.01,0
774.63,224.81,14.1,33.22,1
214.75,263.0,15.91,82.65,1
942.12,41.8,4.57,7.37,0
129.45,96.73,11.84,1.08,0
897.16,111.13,3.09,12.3,0
109.39,161.61,6.07,15.6,1
271.89,89.76,17.78,87.89,1
848.01,19.13,10.88,42.5,0
187.7,111.29,17.72,27.49,1
419.43,77.11,4.5,42.91,0
455.36,116.39,6.6,39.48,0
252.81,59.89,9.42,30.15,0
713.14,79.31,9.6,13.79,0
852.82,188.46,19.95,65.59,0
875.83,117.06,2.29,13.66,0
345.93,104.27,17.04,77.54,1
535.54,160.64,17.27,20.17,0
255.92,231.79,11.06,73.14,1
252.35,114.28,6.88,80.56,0
169.64,176.67,10.38,12.53,1
940.62,289.89,5.85,8.67,0
889.11,157.07,15.98,94.96,1
779.59,273.03,9.97,46.3,0
522.48,238.31,18.52,63.02,1
495.7,18.56,12.45,2.33,0
534.45,129.3,10.29,27.87,0
541.2,209.8,14.22,50.54,1
440.22,296.03,10.08,88.62,1
140.44,138.05,18.09,27.14,1
134.41,28.74,3.69,77.52,1
952.73,169.04,19.47,66.22,0
487.21,38.84,16.24,11.53,0
953.67,225.7,17.21,29.34,0
171.94,152.8,9.66,23.79,1
558.87,217.31,16.74,44.25,1
215.64,260.94,6.14,63.53,1
260.65,189.06,15.24,43.34,1
39.75,184.12,2.81,24.45,1
127.76,226.62,6.14,69.59,1
917.68,252.89,8.91,58.45,0
328.32,260.85,6.45,51.93,1
612.05,11.89,7.74,55.44,0
470.36,167.3,16.4,22.19,1
406.45,65.66,5.13,68.04,0
536.57,258.24,14.91,38.75,1
195.37,194.87,1.47,36.35,0
988.72,126.65,15.31,14.97,0
820.12,57.24,15.84,59.68,0
744.2,102.37,8.03,60.27,0
474.07,211.43,14.45,34.03,1
161.35,62.1,18.3,85.99,1
921.46,28.98,16.01,84.55,0
347.97,266.52,7.81,10.91,1
59.61,229.5,9.68,69.5,1
348.98,60.74,15.59,39.38,1
796.51,88.4,5.85,99.97,0
626.48,291.65,16.08,22.5,1
753.33,212.75,6.56,28.05,0
795.7,183.55,16.12,44.21,0
219.84,92.98,1.74,26.87,0
924.55,90.44,0.89,69.2,0
443.61,12.82,19.95,48.09,1
642.62,218.82,17.39,22.09,1
12.29,13.91,17.66,50.64,1
993.43,2.45,19.03,88.88,0
288.09,219.12,8.77,79.24,1
71.44,284.71,5.74,49.88,1
463.68,227.19,2.6,28.85,1
137.74,142.02,10.02,17.99,0
160.8,146.33,4.4,87.84,0
635.96,131.4,18.71,71.02,0
399.0,98.07,0.08,57.22,0
922.63,156.99,2.86,87.94,0
325.96,129.91,4.93,12.17,0
728.92,179.85,3.98,68.25,0
466.49,269.54,4.52,21.67,0
663.35,298.51,13.12,12.06,1
603.7,24.54,6.55,46.56,0
478.06,116.02,12.3,38.74,0
950.56,55.03,17.81,94.12,0
349.29,106.28,12.05,32.4,0
185.46,86.95,13.89,81.49,1
681.31,53.19,7.31,74.88,0
847.55,229.46,3.19,66.79,0
49.85,149.39,6.41,92.04,1
455.14,275.85,19.29,40.79,1
893.56,10.75,12.44,38.97,0
752.12,21.03,5.55,16.09,0
991.89,121.58,9.02,27.58,0
536.1,25.0,16.71,87.98,0
663.4,79.56,13.37,47.44,0
309.46,295.82,11.21,34.14,1
948.06,63.48,17.7,21.61,0
372.67,60.24,13.45,48.5,0
741.13,172.52,12.85,71.67,0
409.11,149.9,3.8,28.67,0
566.2,174.55,2.13,75.77,1
722.58,113.64,19.3,62.98,1
513.84,248.2,11.98,78.76,1
908.02,42.44,8.31,25.09,0
425.11,129.09,11.78,63.1,0
650.6,207.24,1.24,15.37,0
348.94,260.6,16.44,36.38,1
414.08,111.5,4.33,72.44,0
445.65,170.76,16.09,63.17,1
134.55,21.67,10.69,18.79,0
100.81,51.93,5.53,85.83,0
670.82,21.67,0.6,5.34,0
658.96,218.64,16.32,59.52,1
666.28,87.13,3.53,98.38,0
29.57,217.4,1.04,53.15,1
333.28,20.85,15.12,80.07,1
205.83,258.9,7.0,59.52,1
780.37,250.82,7.79,78.31,0
862.02,27.59,4.94,65.56,0
254.21,8.1,17.18,69.11,1
671.17,17.83,5.95,22.78,0
138.07,256.24,4.2,74.18,1
282.4,71.18,6.18,23.79,0
147.27,164.93,4.06,98.06,1
290.69,128.45,6.35,22.78,0
677.99,238.86,1.66,23.67,0
911.22,147.18,3.17,85.87,0
210.5,150.7,8.34,24.3,1
546.66,296.74,17.59,36.09,1
704.38,45.89,1.15,71.46,0
953.39,249.38,4.25,15.87,0
613.96,16.47,18.17,15.91,0
262.56,143.82,17.8,48.64,1
629.22,266.01,13.59,24.37,1
327.29,199.9,4.81,23.57,0
976.37,205.88,8.4,0.92,0
405.68,79.73,4.22,37.04,0
688.57,126.15,2.57,31.83,0
33.0,110.61,7.6,3.12,0
406.06,156.91,11.52,62.12,0
876.36,139.21,7.2,62.67,0
614.13,98.74,12.22,7.08,0
449.5,92.34,5.93,31.7,0
936.58,76.01,6.92,87.28,0
855.44,110.15,15.81,58.22,0
328.99,45.83,17.57,41.2,0
549.1,261.76,6.44,46.51,0
494.93,181.03,11.43,20.83,1
635.88,41.0,5.56,81.19,0
340.77,208.46,1.07,91.4,0
251.76,254.45,14.76,91.07,1
913.55,72.02,3.42,22.39,0
924.64,46.03,8.51,31.07,0
844.89,3.58,9.74,16.06,0
978.42,15.13,3.69,30.72,0
747.54,228.91,1.89,33.28,0
767.02,296.17,6.96,63.31,0
764.96,14.42,19.05,18.96,0
485.8,224.67,12.3,91.94,1
461.89,22.49,7.63,10.31,0
247.82,178.05,0.78,0.69,0
648.37,227.07,12.01,85.49,1
296.43,108.4,1.85,70.38,1
265.23,4.27,10.85,35.54,0
590.1,178.96,15.04,59.55,0
415.88,297.38,8.47,22.35,1
226.67,78.03,5.99,16.84,0
817.9,57.66,0.95,47.11,0
861.96,38.05,0.5,35.32,0
176.02,167.02,8.6,61.52,0
17.43,179.34,17.67,21.81,1
342.77,237.89,4.88,66.29,0
799.54,226.17,11.48,76.69,0
840.78,267.87,13.69,16.66,0
146.95,241.93,1.22,4.39,1
776.59,74.93,3.06,43.96,0
124.55,167.21,6.63,77.4,1
396.16,89.93,13.4,65.08,1
998.62,99.61,8.78,70.19,0
200.66,279.65,14.68,40.28,1
162.42,204.89,17.35,23.49,1
428.57,292.4,15.17,53.18,1
623.47,125.66,19.84,20.44,0
933.57,161.69,15.09,72.62,0
981.01,146.65,17.04,19.7,0
78.94,33.08,16.65,29.13,0
146.62,71.77,14.61,50.65,1
792.83,158.76,16.04,48.67,0
277.93,21.14,18.69,60.08,1
886.0,279.51,9.5,43.74,0
666.82,38.03,12.77,91.95,0
120.73,60.2,10.3,83.99,0
834.2,229.83,17.02,87.91,1
184.59,29.98,8.63,62.95,1
429.26,270.18,16.39,63.5,1
556.66,217.98,15.99,60.92,1
505.76,21.52,19.24,43.49,0
689.3,207.86,4.98,32.21,0
656.16,189.86,14.19,59.2,0
992.12,227.45,15.14,2.55,0
999.43,248.63,18.73,0.75,0
521.29,215.79,18.14,85.16,1
104.25,176.27,11.47,4.64,0
730.56,97.42,11.58,52.48,0
976.9,209.48,3.35,61.5,0
325.14,287.13,19.5,19.82,1
466.6,176.67,5.1,89.57,0
430.53,199.64,14.49,19.01,1
60.9,131.7,15.92,88.45,1
675.54,227.08,8.82,76.3,0
359.8,299.3,4.22,24.07,0
789.59,48.96,3.78,15.07,0
833.8,61.52,17.13,31.62,0
823.02,162.29,10.22,39.8,0
422.5,144.93,1.8,24.58,0
328.33,171.9,14.34,99.89,1
751.33,15.67,5.0,22.97,0
803.38,121.88,17.53,83.06,0
496.34,175.31,6.19,15.91,0
894.1,175.97,4.01,98.02,0
152.47,197.54,1.7,22.55,0
880.28,216.34,10.23,42.17,0
105.13,192.82,9.01,55.86,1
161.99,237.28,15.03,12.03,1
538.5,187.8,9.29,81.68,1
76.84,161.71,6.88,27.47,0
62.28,182.25,5.23,54.93,1
10.51,31.26,5.56,54.96,0
441.95,82.67,18.56,60.26,1
776.88,158.69,3.3,5.55,0
44.49,262.02,19.76,16.86,1
655.74,204.04,6.54,16.12,0
824.9,28.03,1.77,30.21,0
176.32,178.09,4.97,14.49,1
155.4,67.3,1.17,92.19,0
862.19,220.47,15.8,51.3,0
824.89,248.4,10.25,62.36,1
543.55,178.44,6.74,35.75,1
821.01,177.82,13.24,27.62,0
101.83,102.24,12.61,50.32,1
400.54,134.43,18.8,29.43,1
740.42,259.37,19.23,34.36,1
264.88,217.27,13.61,45.28,1
754.81,156.41,16.36,50.57,0
509.14,111.1,15.85,98.43,1
752.76,16.06,9.83,22.33,0
470.03,43.76,14.09,48.8,0
374.23,58.71,1.57,14.95,0
227.0,112.64,15.16,35.0,1
216.3,283.3,19.24,71.73,1
753.98,152.04,1.7,17.45,0
127.72,71.22,16.72,58.14,1
95.12,32.62,18.66,41.67,1
184.53,102.15,4.52,5.16,0
183.59,244.9,10.5,93.31,1
824.88,115.62,18.56,41.36,0
404.52,231.98,19.2,78.39,1
990.48,241.01,2.56,41.63,0
145.84,34.14,6.98,93.74,0
657.0,182.99,13.96,29.05,0
454.24,287.77,4.43,41.22,1
398.99,121.24,6.5,75.89,0
876.33,16.23,0.47,34.37,0
975.84,277.07,3.07,36.44,0
874.13,265.22,11.25,99.48,0
200.38,157.12,13.06,55.56,1
228.59,166.12,12.98,68.94,1
659.51,64.31,15.57,64.35,0
296.19,246.02,8.31,82.79,1
737.38,150.08,5.47,86.18,0
570.76,11.13,0.31,56.33,0
555.4,205.22,4.13,29.46,0
830.26,285.2,6.25,2.28,0
713.43,248.92,3.56,61.44,0
36.31,83.88,0.4,82.55,1
58.96,16.94,3.15,45.05,0
605.54,282.17,13.32,16.47,0
491.33,281.18,12.59,28.81,1
267.58,160.19,18.71,51.0,1
424.47,193.05,15.96,83.67,1
760.33,139.32,11.36,17.18,0
828.35,126.51,2.75,61.21,0
565.61,36.72,11.28,75.34,0
391.52,29.93,1.23,93.6,0
277.99,70.59,8.62,11.67,0
526.7,251.16,7.81,92.64,1
321.6,44.6,8.56,60.15,0
568.45,68.78,5.6,76.67,0
679.89,165.04,13.72,5.38,0
75.42,65.32,16.82,50.61,1
11.06,49.8,15.37,62.26,1
220.15,169.43,12.56,30.68,1
895.57,111.06,10.77,43.17,0
649.83,188.22,0.62,55.43,0
180.24,273.75,14.46,55.25,1
891.36,46.15,10.9,4.19,0
475.26,274.12,5.41,43.95,0
481.33,270.84,6.56,21.38,1
936.19,248.9,18.71,91.67,1
68.89,189.75,12.49,97.66,1
223.03,186.42,9.52,29.96,0
589.91,192.12,12.42,17.52,1
203.53,207.46,8.27,21.95,0
682.73,5.93,9.4,47.78,0
221.95,287.47,5.81,87.45,1
108.17,176.1,8.8,50.0,1
214.92,234.66,13.71,5.54,1
428.51,113.81,0.8,3.99,0
184.38,4.71,15.9,22.74,1
143.35,153.41,5.66,84.28,1
861.68,152.65,13.65,62.15,0
327.19,131.66,12.85,56.3,0
367.15,102.58,13.05,31.9,1
64.72,75.7,12.16,92.94,1
363.8,158.74,19.18,33.12,1
272.16,113.21,10.17,83.49,1
614.38,291.01,14.65,89.59,1
213.34,52.71,14.11,48.33,1
889.48,96.58,4.73,89.43,0
930.37,88.89,5.67,27.68,0
108.83,163.45,8.48,65.84,1
116.33,150.28,5.55,8.8,1
124.17,193.48,7.33,47.39,1
623.37,285.05,7.82,21.73,1
130.75,86.28,12.08,6.28,0
853.86,208.14,4.4,0.37,0
756.73,8.49,16.09,32.48,0
821.61,79.45,8.75,58.95,0
530.8,139.65,14.12,45.52,0
996.71,10.27,1.63,30.18,0
53.73,185.68,9.4,99.12,1
407.25,203.81,0.56,93.95,1
330.7,224.27,13.52,12.57,1
949.16,155.46,6.87,41.51,0
581.09,181.58,18.99,64.88,1
808.13,119.42,6.48,73.35,0
178.64,13.33,11.28,36.64,0
978.85,30.89,5.15,74.63,0
503.65,196.84,12.4,12.42,1
498.74,298.67,9.34,33.18,1
971.18,5.73,7.41,71.64,0
386.93,167.72,4.07,62.57,0
403.55,225.55,2.23,83.72,0
588.91,248.21,2.4,4.69,0
136.77,164.02,19.98,17.44,1
327.87,186.35,8.25,4.85,1
201.28,209.32,0.04,19.21,0
112.25,257.83,19.06,0.43,1
867.48,37.56,0.4,50.42,0
593.44,277.93,8.37,52.83,1
365.09,8.78,14.35,65.79,1
414.58,251.02,18.29,38.49,1
437.2,23.95,14.26,0.32,0
636.82,59.19,9.27,67.39,0
927.5,2.16,19.49,5.43,0
933.45,134.13,0.79,86.62,0
397.58,100.97,19.74,2.27,1
335.97,50.63,16.99,53.05,0
456.54,135.88,18.58,89.49,1
572.25,121.31,5.1,57.25,0
467.2,230.53,2.85,60.84,0
662.17,268.05,13.27,68.16,1
558.86,196.12,10.32,12.24,1
327.51,38.2,10.46,67.49,0
352.27,89.32,18.49,88.04,1
384.81,274.08,12.4,97.42,1
103.69,27.53,6.22,44.31,0
174.4,122.65,8.0,34.45,0
725.88,282.81,2.67,75.33,0
395.21,285.25,3.85,54.29,0
